Version,Set,Item1,Item2,Item3,Item4
84,2,6,1,4,17
84,3,2,5,7,1
84,4,8,2,3,6
84,5,7,3,4,9
84,6,10,8,4,5
84,7,6,11,9,5
84,8,10,12,6,7
84,9,7,8,11,13
84,10,14,12,9,8
84,11,13,10,9,15
84,12,11,10,14,16
84,13,17,15,11,12
84,14,16,12,13,1
85,1,6,1,17,4
85,2,2,5,7,1
85,3,2,6,3,8
85,4,3,7,9,4
85,5,4,10,8,5
85,6,11,9,5,6
85,7,7,6,10,12
85,8,8,7,11,13
85,9,9,12,8,14
85,10,15,9,13,10
85,11,11,10,14,16
85,12,15,11,17,12
85,13,1,16,12,13
85,14,17,13,14,2
86,1,8,9,1,3
86,2,10,4,9,2
86,3,5,11,3,10
86,4,4,11,6,12
86,5,13,12,7,5
86,6,13,8,14,6
86,7,7,14,9,15
86,8,8,15,16,10
86,9,17,9,16,11
86,10,12,17,1,10
86,11,1,13,11,2
86,12,14,12,2,3
86,13,3,15,4,13
86,14,16,4,5,14
87,1,2,10,4,9
87,2,10,5,3,11
87,3,4,11,6,12
87,4,13,12,7,5
87,5,6,14,8,13
87,6,9,15,14,7
87,7,8,16,15,10
87,8,9,17,11,16
87,9,1,12,17,10
87,10,2,13,1,11
87,11,3,14,2,12
87,12,4,13,15,3
87,13,16,14,5,4
87,14,5,15,6,17
88,1,3,10,11,5
88,2,11,12,6,4
88,3,5,7,13,12
88,4,8,13,6,14
88,5,9,15,14,7
88,6,10,8,16,15
88,7,16,17,11,9
88,8,1,10,12,17
88,9,13,1,2,11
88,10,14,12,2,3
88,11,3,13,15,4
88,12,14,4,5,16
88,13,5,6,17,15
88,14,7,6,16,1
89,1,12,4,11,6
89,2,13,7,5,12
89,3,8,6,14,13
89,4,15,7,9,14
89,5,15,10,8,16
89,6,11,9,17,16
89,7,17,1,10,12
89,8,1,2,13,11
89,9,14,3,2,12
89,10,15,13,4,3
89,11,16,5,14,4
89,12,5,17,15,6
89,13,1,16,6,7
89,14,2,7,17,8
90,1,5,7,12,13
90,2,14,8,13,6
90,3,7,14,9,15
90,4,8,15,16,10
90,5,11,16,9,17
90,6,12,17,10,1
90,7,2,11,1,13
90,8,14,3,12,2
90,9,13,15,4,3
90,10,14,4,5,16
90,11,15,6,17,5
90,12,6,7,16,1
90,13,2,8,17,7
90,14,1,3,8,9
91,1,6,8,13,14
91,2,9,15,7,14
91,3,10,15,8,16
91,4,9,17,11,16
91,5,10,12,1,17
91,6,1,13,2,11
91,7,3,2,12,14
91,8,3,13,4,15
91,9,14,16,4,5
91,10,5,17,6,15
91,11,7,16,1,6
91,12,7,8,2,17
91,13,1,9,8,3
91,14,9,10,2,4
92,1,14,15,7,9
92,2,15,8,16,10
92,3,9,17,11,16
92,4,17,12,10,1
92,5,11,1,2,13
92,6,3,14,12,2
92,7,13,4,15,3
92,8,5,4,14,16
92,9,17,15,5,6
92,10,16,1,7,6
92,11,7,17,2,8
92,12,3,9,1,8
92,13,10,4,2,9
92,14,10,11,3,5
93,1,10,8,16,15
93,2,16,11,9,17
93,3,12,10,17,1
93,4,11,2,13,1
93,5,14,2,12,3
93,6,4,3,15,13
93,7,4,14,5,16
93,8,15,6,17,5
93,9,1,16,6,7
93,10,8,7,2,17
93,11,3,1,9,8
93,12,4,9,10,2
93,13,3,5,10,11
93,14,12,11,6,4
94,1,16,11,17,9
94,2,17,1,10,12
94,3,11,1,2,13
94,4,12,3,14,2
94,5,3,4,13,15
94,6,4,14,16,5
94,7,5,6,17,15
94,8,6,16,1,7
94,9,7,17,8,2
94,10,1,8,3,9
94,11,4,2,10,9
94,12,11,5,3,10
94,13,4,11,6,12
94,14,5,13,12,7
95,1,10,1,17,12
95,2,11,13,1,2
95,3,14,2,3,12
95,4,13,3,4,15
95,5,4,14,16,5
95,6,6,15,5,17
95,7,6,1,16,7
95,8,17,8,7,2
95,9,8,9,1,3
95,10,9,10,4,2
95,11,11,5,10,3
95,12,11,12,4,6
95,13,5,12,7,13
95,14,14,13,8,6
96,1,1,2,13,11
96,2,2,12,14,3
96,3,13,3,15,4
96,4,5,14,4,16
96,5,6,15,5,17
96,6,1,7,6,16
96,7,8,17,2,7
96,8,8,3,9,1
96,9,9,10,4,2
96,10,11,5,10,3
96,11,12,4,6,11
96,12,13,5,12,7
96,13,6,8,14,13
96,14,14,9,7,15
97,1,12,2,14,3
97,2,15,13,3,4
97,3,5,4,16,14
97,4,17,6,5,15
97,5,6,1,16,7
97,6,8,7,2,17
97,7,1,3,8,9
97,8,4,2,10,9
97,9,10,3,11,5
97,10,12,4,6,11
97,11,12,5,7,13
97,12,14,8,6,13
97,13,7,9,15,14
97,14,15,10,8,16
98,1,15,4,13,3
98,2,16,4,14,5
98,3,15,5,17,6
98,4,1,16,7,6
98,5,8,2,17,7
98,6,9,8,1,3
98,7,9,4,10,2
98,8,3,5,10,11
98,9,6,12,11,4
98,10,7,12,13,5
98,11,6,8,13,14
98,12,15,7,14,9
98,13,15,8,16,10
98,14,11,17,16,9
99,1,4,16,5,14
99,2,6,17,5,15
99,3,1,7,16,6
99,4,8,2,17,7
99,5,9,8,3,1
99,6,10,2,9,4
99,7,3,11,5,10
99,8,12,11,6,4
99,9,12,5,7,13
99,10,13,8,6,14
99,11,7,15,14,9
99,12,15,10,8,16
99,13,16,9,11,17
99,14,1,10,12,17
100,1,5,17,6,15
100,2,1,7,6,16
100,3,8,17,2,7
100,4,1,8,3,9
100,5,4,2,9,10
100,6,10,11,5,3
100,7,6,12,11,4
100,8,7,5,13,12
100,9,8,6,13,14
100,10,15,14,9,7
100,11,10,16,8,15
100,12,16,9,17,11
100,13,12,10,17,1
100,14,1,13,2,11
101,1,7,16,6,1
101,2,8,17,2,7
101,3,1,8,3,9
101,4,9,2,4,10
101,5,5,3,11,10
101,6,6,12,4,11
101,7,7,12,5,13
101,8,13,6,8,14
101,9,7,15,14,9
101,10,10,15,16,8
101,11,17,16,9,11
101,12,10,17,1,12
101,13,2,11,1,13
101,14,2,3,12,14
102,1,8,7,2,17
102,2,1,3,9,8
102,3,10,2,4,9
102,4,5,10,11,3
102,5,6,12,11,4
102,6,5,12,7,13
102,7,8,6,14,13
102,8,7,14,9,15
102,9,10,16,15,8
102,10,9,17,11,16
102,11,17,10,12,1
102,12,11,2,13,1
102,13,14,12,3,2
102,14,13,3,4,15
103,1,12,1,5,4
103,2,5,6,2,13
103,3,14,6,7,3
103,4,8,4,7,15
103,5,9,8,5,16
103,6,17,6,9,10
103,7,1,10,7,11
103,8,2,12,8,11
103,9,9,3,13,12
103,10,13,4,14,10
103,11,5,14,11,15
103,12,15,12,16,6
103,13,7,16,13,17
103,14,8,17,1,14
104,1,13,6,2,5
104,2,14,3,7,6
104,3,4,7,8,15
104,4,8,9,16,5
104,5,17,10,9,6
104,6,11,10,1,7
104,7,2,11,8,12
104,8,3,9,12,13
104,9,13,14,10,4
104,10,14,11,5,15
104,11,12,6,15,16
104,12,16,17,7,13
104,13,17,14,8,1
104,14,15,1,2,9
105,1,14,3,7,6
105,2,15,8,4,7
105,3,5,9,8,16
105,4,9,17,10,6
105,5,1,10,11,7
105,6,8,2,11,12
105,7,3,13,12,9
105,8,14,13,4,10
105,9,14,5,15,11
105,10,16,12,6,15
105,11,13,17,16,7
105,12,14,17,8,1
105,13,9,2,1,15
105,14,10,2,16,3
106,1,15,4,7,8
106,2,5,8,9,16
106,3,17,9,10,6
106,4,10,11,1,7
106,5,8,2,12,11
106,6,3,13,12,9
106,7,4,10,14,13
106,8,14,15,11,5
106,9,16,15,12,6
106,10,17,7,16,13
106,11,17,1,8,14
106,12,2,9,15,1
106,13,3,16,10,2
106,14,4,11,3,17
107,1,16,9,8,5
107,2,6,10,9,17
107,3,1,10,7,11
107,4,12,11,2,8
107,5,13,12,9,3
107,6,14,10,4,13
107,7,14,5,11,15
107,8,6,16,15,12
107,9,17,13,16,7
107,10,14,1,17,8
107,11,9,1,15,2
107,12,2,3,16,10
107,13,3,17,11,4
107,14,12,1,5,4
108,1,6,9,17,10
108,2,11,1,7,10
108,3,8,12,2,11
108,4,3,13,12,9
108,5,14,4,13,10
108,6,15,5,14,11
108,7,15,16,12,6
108,8,13,17,7,16
108,9,17,1,14,8
108,10,2,15,9,1
108,11,3,2,10,16
108,12,4,17,3,11
108,13,4,1,5,12
108,14,5,13,2,6
109,1,11,7,1,10
109,2,2,12,11,8
109,3,3,12,13,9
109,4,14,10,4,13
109,5,5,15,11,14
109,6,12,16,6,15
109,7,17,13,16,7
109,8,14,17,1,8
109,9,15,2,9,1
109,10,3,2,10,16
109,11,17,4,3,11
109,12,1,4,5,12
109,13,6,2,13,5
109,14,3,6,7,14
110,1,11,12,8,2
110,2,13,12,9,3
110,3,14,10,13,4
110,4,15,11,14,5
110,5,16,6,12,15
110,6,7,17,13,16
110,7,1,8,14,17
110,8,15,1,9,2
110,9,2,10,16,3
110,10,3,4,17,11
110,11,1,12,5,4
110,12,6,2,5,13
110,13,6,7,14,3
110,14,15,7,4,8
111,1,12,9,3,13
111,2,14,4,13,10
111,3,15,5,11,14
111,4,12,16,15,6
111,5,7,17,13,16
111,6,14,17,1,8
111,7,15,1,2,9
111,8,2,3,10,16
111,9,4,11,17,3
111,10,12,5,1,4
111,11,13,6,5,2
111,12,14,6,3,7
111,13,15,4,7,8
111,14,8,5,16,9
112,1,14,10,4,13
112,2,15,14,5,11
112,3,6,12,15,16
112,4,13,17,16,7
112,5,17,1,14,8
112,6,9,2,1,15
112,7,16,3,2,10
112,8,4,3,11,17
112,9,1,5,4,12
112,10,13,5,2,6
112,11,3,6,7,14
112,12,4,7,15,8
112,13,16,5,8,9
112,14,17,9,6,10
113,1,5,15,14,11
113,2,12,6,16,15
113,3,16,13,7,17
113,4,14,17,1,8
113,5,9,1,2,15
113,6,16,10,3,2
113,7,17,4,3,11
113,8,12,4,5,1
113,9,6,13,5,2
113,10,14,7,3,6
113,11,7,8,4,15
113,12,16,8,9,5
113,13,6,9,10,17
113,14,11,10,1,7
114,1,12,16,15,6
114,2,17,16,13,7
114,3,17,8,14,1
114,4,2,9,1,15
114,5,2,3,10,16
114,6,11,4,3,17
114,7,5,12,1,4
114,8,6,5,2,13
114,9,3,6,14,7
114,10,8,15,7,4
114,11,16,5,8,9
114,12,17,6,10,9
114,13,11,10,7,1
114,14,12,2,11,8
115,1,7,16,13,17
115,2,1,14,8,17
115,3,9,1,15,2
115,4,16,3,2,10
115,5,11,4,17,3
115,6,12,5,4,1
115,7,2,13,6,5
115,8,6,3,7,14
115,9,4,15,8,7
115,10,8,16,9,5
115,11,17,10,9,6
115,12,7,11,1,10
115,13,11,2,12,8
115,14,13,12,3,9
116,1,8,1,14,17
116,2,15,2,9,1
116,3,10,3,16,2
116,4,4,3,11,17
116,5,4,5,12,1
116,6,2,6,13,5
116,7,6,7,14,3
116,8,7,15,4,8
116,9,16,8,9,5
116,10,9,10,17,6
116,11,1,11,10,7
116,12,2,8,12,11
116,13,9,12,3,13
116,14,4,13,10,14
117,1,2,1,9,15
117,2,2,16,10,3
117,3,3,11,4,17
117,4,5,12,1,4
117,5,6,5,2,13
117,6,6,7,3,14
117,7,8,15,7,4
117,8,5,9,16,8
117,9,17,6,10,9
117,10,11,10,1,7
117,11,2,12,8,11
117,12,12,9,13,3
117,13,13,10,14,4
117,14,15,14,5,11
118,1,16,2,10,3
118,2,11,4,3,17
118,3,4,5,12,1
118,4,13,2,6,5
118,5,14,3,6,7
118,6,7,15,4,8
118,7,5,8,9,16
118,8,17,9,6,10
118,9,7,10,1,11
118,10,2,8,11,12
118,11,13,3,9,12
118,12,13,10,4,14
118,13,5,15,11,14
118,14,15,12,16,6
119,1,3,17,4,11
119,2,4,12,5,1
119,3,13,5,6,2
119,4,7,6,3,14
119,5,15,7,4,8
119,6,16,5,8,9
119,7,9,10,17,6
119,8,11,7,1,10
119,9,11,2,8,12
119,10,9,12,13,3
119,11,13,14,4,10
119,12,15,5,14,11
119,13,12,15,16,6
119,14,16,7,13,17
120,1,14,1,4,6
120,2,15,5,2,7
120,3,6,8,3,16
120,4,4,7,17,9
120,5,8,5,10,1
120,6,11,2,6,9
120,7,7,12,10,3
120,8,11,13,8,4
120,9,9,5,14,12
120,10,10,6,13,15
120,11,11,7,14,16
120,12,12,8,15,17
120,13,9,1,13,16
120,14,2,14,17,10
121,1,7,5,2,15
121,2,3,8,6,16
121,3,4,9,7,17
121,4,8,10,1,5
121,5,2,6,9,11
121,6,3,7,12,10
121,7,4,8,13,11
121,8,5,9,14,12
121,9,6,13,10,15
121,10,14,11,7,16
121,11,17,12,8,15
121,12,16,9,13,1
121,13,17,2,14,10
121,14,3,1,15,11
122,1,16,3,8,6
122,2,7,4,17,9
122,3,5,8,10,1
122,4,9,2,11,6
122,5,3,12,10,7
122,6,13,11,8,4
122,7,12,9,5,14
122,8,10,6,15,13
122,9,14,16,7,11
122,10,15,17,8,12
122,11,1,16,13,9
122,12,14,2,17,10
122,13,3,11,1,15
122,14,2,12,16,4
123,1,17,7,9,4
123,2,1,10,5,8
123,3,6,9,11,2
123,4,3,10,12,7
123,5,8,4,13,11
123,6,9,12,14,5
123,7,10,13,15,6
123,8,16,11,14,7
123,9,8,12,17,15
123,10,9,1,16,13
123,11,10,2,14,17
123,12,3,15,1,11
123,13,2,16,4,12
123,14,13,3,17,5
124,1,5,1,10,8
124,2,6,9,2,11
124,3,10,7,12,3
124,4,13,4,11,8
124,5,14,9,5,12
124,6,10,15,6,13
124,7,11,16,7,14
124,8,17,15,12,8
124,9,16,9,13,1
124,10,10,17,2,14
124,11,15,1,11,3
124,12,2,16,4,12
124,13,13,5,3,17
124,14,14,6,1,4
125,1,2,6,11,9
125,2,10,7,3,12
125,3,13,8,11,4
125,4,12,5,9,14
125,5,10,15,6,13
125,6,14,11,16,7
125,7,15,8,17,12
125,8,9,16,13,1
125,9,10,14,2,17
125,10,1,15,11,3
125,11,4,12,16,2
125,12,13,17,3,5
125,13,1,6,4,14
125,14,15,5,7,2
126,1,10,7,3,12
126,2,11,13,4,8
126,3,14,12,9,5
126,4,10,6,13,15
126,5,7,11,16,14
126,6,8,17,12,15
126,7,16,1,13,9
126,8,17,10,14,2
126,9,11,3,15,1
126,10,16,2,12,4
126,11,3,17,5,13
126,12,4,14,6,1
126,13,7,2,5,15
126,14,6,3,8,16
127,1,13,8,4,11
127,2,5,14,9,12
127,3,15,13,6,10
127,4,16,14,11,7
127,5,8,12,17,15
127,6,1,9,13,16
127,7,14,17,2,10
127,8,11,1,3,15
127,9,2,16,4,12
127,10,17,3,5,13
127,11,14,4,6,1
127,12,15,2,7,5
127,13,8,3,6,16
127,14,17,9,4,7
128,1,5,14,12,9
128,2,6,15,10,13
128,3,7,11,16,14
128,4,12,8,17,15
128,5,16,13,1,9
128,6,14,10,17,2
128,7,3,1,15,11
128,8,12,16,2,4
128,9,3,5,13,17
128,10,14,6,1,4
128,11,15,5,2,7
128,12,8,6,3,16
128,13,7,9,4,17
128,14,5,1,10,8
129,1,6,10,15,13
129,2,14,16,7,11
129,3,12,15,17,8
129,4,1,13,9,16
129,5,2,10,14,17
129,6,15,11,1,3
129,7,16,12,2,4
129,8,17,5,3,13
129,9,6,14,1,4
129,10,7,5,2,15
129,11,8,6,3,16
129,12,7,17,4,9
129,13,10,1,5,8
129,14,2,9,11,6
130,1,16,14,7,11
130,2,15,17,12,8
130,3,9,13,1,16
130,4,14,17,2,10
130,5,1,3,11,15
130,6,4,2,12,16
130,7,5,3,17,13
130,8,1,4,14,6
130,9,15,2,7,5
130,10,8,3,6,16
130,11,4,7,17,9
130,12,1,5,8,10
130,13,2,6,9,11
130,14,3,10,7,12
131,1,17,12,8,15
131,2,9,13,1,16
131,3,17,10,14,2
131,4,11,15,1,3
131,5,12,4,16,2
131,6,13,3,5,17
131,7,6,4,14,1
131,8,5,15,2,7
131,9,3,6,8,16
131,10,7,4,17,9
131,11,8,5,10,1
131,12,2,11,9,6
131,13,10,3,7,12
131,14,8,11,4,13
132,1,1,13,9,16
132,2,14,2,17,10
132,3,11,1,3,15
132,4,12,2,16,4
132,5,3,5,13,17
132,6,1,14,6,4
132,7,7,2,15,5
132,8,16,6,8,3
132,9,7,9,17,4
132,10,8,1,10,5
132,11,6,11,9,2
132,12,10,3,12,7
132,13,13,4,11,8
132,14,12,9,5,14
133,1,2,17,10,14
133,2,11,3,15,1
133,3,16,4,2,12
133,4,5,3,17,13
133,5,14,1,4,6
133,6,7,2,5,15
133,7,16,8,6,3
133,8,4,9,17,7
133,9,5,8,10,1
133,10,2,11,9,6
133,11,10,7,3,12
133,12,8,4,13,11
133,13,9,14,12,5
133,14,6,10,13,15
134,1,11,1,15,3
134,2,4,16,12,2
134,3,3,5,13,17
134,4,1,4,6,14
134,5,15,7,2,5
134,6,8,3,6,16
134,7,17,4,9,7
134,8,10,8,1,5
134,9,9,2,11,6
134,10,12,7,10,3
134,11,13,4,8,11
134,12,5,9,12,14
134,13,6,10,15,13
134,14,7,16,11,14
135,1,2,16,12,4
135,2,17,5,13,3
135,3,14,1,4,6
135,4,5,15,7,2
135,5,8,6,16,3
135,6,9,17,4,7
135,7,1,5,8,10
135,8,2,6,11,9
135,9,12,10,7,3
135,10,8,13,11,4
135,11,14,9,12,5
135,12,15,13,10,6
135,13,7,16,11,14
135,14,17,15,12,8
136,1,3,5,13,17
136,2,1,4,6,14
136,3,7,2,5,15
136,4,6,8,3,16
136,5,17,9,4,7
136,6,5,10,8,1
136,7,6,11,9,2
136,8,3,10,7,12
136,9,4,13,11,8
136,10,12,5,9,14
136,11,13,15,10,6
136,12,11,14,16,7
136,13,15,17,8,12
136,14,16,9,1,13
137,1,2,1,7,5
137,2,3,8,6,2
137,3,9,3,7,4
137,4,4,10,8,5
137,5,6,11,9,5
137,6,6,7,12,10
137,7,11,7,8,13
137,8,8,9,12,14
137,9,9,13,15,10
137,10,14,10,16,11
137,11,11,17,15,12
137,12,12,16,13,1
137,13,13,14,2,17
137,14,14,3,15,1
138,1,8,3,2,6
138,2,4,9,3,7
138,3,5,10,4,8
138,4,5,9,6,11
138,5,7,10,12,6
138,6,13,11,8,7
138,7,9,8,14,12
138,8,13,10,15,9
138,9,16,14,11,10
138,10,15,12,17,11
138,11,1,16,13,12
138,12,13,14,17,2
138,13,15,14,3,1
138,14,16,15,4,2
139,1,3,4,9,7
139,2,10,8,5,4
139,3,6,9,5,11
139,4,10,12,7,6
139,5,7,8,11,13
139,6,8,12,14,9
139,7,15,9,10,13
139,8,10,14,11,16
139,9,12,15,17,11
139,10,1,13,12,16
139,11,14,13,2,17
139,12,3,14,1,15
139,13,4,15,2,16
139,14,16,5,3,17
140,1,4,5,10,8
140,2,11,9,5,6
140,3,6,7,12,10
140,4,7,11,13,8
140,5,9,14,12,8
140,6,10,13,15,9
140,7,10,16,11,14
140,8,11,17,15,12
140,9,13,1,16,12
140,10,17,13,2,14
140,11,14,15,3,1
140,12,4,2,16,15
140,13,5,16,17,3
140,14,17,6,4,1
141,1,6,5,11,9
141,2,7,10,6,12
141,3,8,11,13,7
141,4,14,8,12,9
141,5,13,9,15,10
141,6,10,14,16,11
141,7,17,12,11,15
141,8,1,16,13,12
141,9,13,14,2,17
141,10,1,15,3,14
141,11,15,16,2,4
141,12,3,5,16,17
141,13,4,1,6,17
141,14,2,1,7,5
142,1,7,12,6,10
142,2,8,7,11,13
142,3,8,14,9,12
142,4,10,15,13,9
142,5,11,16,10,14
142,6,15,12,17,11
142,7,13,1,12,16
142,8,13,17,14,2
142,9,3,15,1,14
142,10,4,2,15,16
142,11,5,3,16,17
142,12,6,4,1,17
142,13,7,5,2,1
142,14,3,2,8,6
143,1,7,8,13,11
143,2,8,12,14,9
143,3,10,13,9,15
143,4,10,14,11,16
143,5,12,11,15,17
143,6,13,16,1,12
143,7,17,2,13,14
143,8,14,3,1,15
143,9,2,4,15,16
143,10,17,16,3,5
143,11,4,6,17,1
143,12,2,7,1,5
143,13,6,2,3,8
143,14,9,7,3,4
144,1,8,12,14,9
144,2,9,15,13,10
144,3,16,14,11,10
144,4,17,12,15,11
144,5,13,16,1,12
144,6,17,14,2,13
144,7,3,15,1,14
144,8,4,15,2,16
144,9,16,5,3,17
144,10,17,4,1,6
144,11,5,7,1,2
144,12,8,2,6,3
144,13,9,4,7,3
144,14,5,10,4,8
145,1,13,15,9,10
145,2,10,11,14,16
145,3,12,11,15,17
145,4,12,13,1,16
145,5,2,17,14,13
145,6,15,1,14,3
145,7,15,4,2,16
145,8,16,17,3,5
145,9,1,4,6,17
145,10,7,2,1,5
145,11,2,3,6,8
145,12,4,9,3,7
145,13,10,5,4,8
145,14,9,11,5,6
146,1,14,11,10,16
146,2,17,15,11,12
146,3,16,1,13,12
146,4,17,2,13,14
146,5,14,1,3,15
146,6,4,16,15,2
146,7,17,16,3,5
146,8,4,1,6,17
146,9,7,2,1,5
146,10,8,3,2,6
146,11,4,9,7,3
146,12,5,8,10,4
146,13,11,6,9,5
146,14,7,6,10,12
147,1,15,12,17,11
147,2,1,16,12,13
147,3,14,17,13,2
147,4,1,3,14,15
147,5,15,2,4,16
147,6,5,3,16,17
147,7,4,6,1,17
147,8,2,1,5,7
147,9,6,8,3,2
147,10,3,9,4,7
147,11,4,10,8,5
147,12,5,6,11,9
147,13,6,7,12,10
147,14,11,7,8,13
148,1,16,12,1,13
148,2,14,13,17,2
148,3,14,15,1,3
148,4,2,15,16,4
148,5,5,3,16,17
148,6,17,1,4,6
148,7,5,2,7,1
148,8,3,2,8,6
148,9,9,4,3,7
148,10,5,10,4,8
148,11,5,6,11,9
148,12,12,10,7,6
148,13,13,7,8,11
148,14,8,9,14,12
149,1,13,2,17,14
149,2,1,15,3,14
149,3,16,2,4,15
149,4,16,5,17,3
149,5,4,17,1,6
149,6,2,7,5,1
149,7,6,2,3,8
149,8,9,4,7,3
149,9,5,4,10,8
149,10,11,5,6,9
149,11,10,7,6,12
149,12,7,13,8,11
149,13,12,14,8,9
149,14,9,15,10,13
150,1,14,3,1,15
150,2,4,2,15,16
150,3,17,5,3,16
150,4,4,1,17,6
150,5,2,7,5,1
150,6,8,2,3,6
150,7,3,9,4,7
150,8,8,10,5,4
150,9,5,9,6,11
150,10,12,7,6,10
150,11,8,7,13,11
150,12,8,12,14,9
150,13,13,9,15,10
150,14,11,10,14,16
151,1,16,4,2,15
151,2,3,17,5,16
151,3,1,4,6,17
151,4,7,1,2,5
151,5,8,2,3,6
151,6,7,3,9,4
151,7,4,8,5,10
151,8,6,11,9,5
151,9,10,7,12,6
151,10,13,8,7,11
151,11,14,9,8,12
151,12,10,13,15,9
151,13,11,14,16,10
151,14,12,17,15,11
152,1,17,3,5,16
152,2,1,6,4,17
152,3,1,7,5,2
152,4,2,8,3,6
152,5,9,4,7,3
152,6,5,8,4,10
152,7,6,9,5,11
152,8,6,10,12,7
152,9,8,13,7,11
152,10,8,14,12,9
152,11,15,13,10,9
152,12,10,14,11,16
152,13,12,15,17,11
152,14,16,1,12,13
153,1,17,6,4,1
153,2,2,5,7,1
153,3,2,6,8,3
153,4,4,3,7,9
153,5,4,8,10,5
153,6,6,5,9,11
153,7,6,12,10,7
153,8,8,7,13,11
153,9,9,14,12,8
153,10,10,15,9,13
153,11,11,16,14,10
153,12,17,12,15,11
153,13,13,1,16,12
153,14,17,14,13,2
154,1,8,3,9,1
154,2,4,10,9,2
154,3,10,3,5,11
154,4,4,11,12,6
154,5,7,12,13,5
154,6,8,13,14,6
154,7,15,14,7,9
154,8,8,10,15,16
154,9,9,17,11,16
154,10,1,10,12,17
154,11,1,2,11,13
154,12,12,14,2,3
154,13,13,4,15,3
154,14,14,4,5,16
155,1,9,2,4,10
155,2,11,3,5,10
155,3,4,11,6,12
155,4,12,13,7,5
155,5,8,13,6,14
155,6,14,9,7,15
155,7,10,16,8,15
155,8,16,9,11,17
155,9,17,12,1,10
155,10,2,1,13,11
155,11,14,2,12,3
155,12,4,13,3,15
155,13,16,5,4,14
155,14,5,17,6,15
156,1,11,10,5,3
156,2,4,6,12,11
156,3,5,13,7,12
156,4,8,13,14,6
156,5,9,7,14,15
156,6,8,15,16,10
156,7,17,11,9,16
156,8,17,10,12,1
156,9,13,1,2,11
156,10,3,14,2,12
156,11,15,3,13,4
156,12,16,4,5,14
156,13,15,6,17,5
156,14,1,7,16,6
157,1,6,4,11,12
157,2,5,12,13,7
157,3,6,14,13,8
157,4,9,7,14,15
157,5,10,16,15,8
157,6,16,17,11,9
157,7,10,12,17,1
157,8,13,1,2,11
157,9,3,12,14,2
157,10,4,15,3,13
157,11,5,16,14,4
157,12,5,6,15,17
157,13,6,16,7,1
157,14,8,2,7,17
158,1,12,5,7,13
158,2,13,8,14,6
158,3,14,15,9,7
158,4,10,15,16,8
158,5,11,17,9,16
158,6,1,10,17,12
158,7,13,1,11,2
158,8,2,12,14,3
158,9,13,3,4,15
158,10,16,14,5,4
158,11,5,6,15,17
158,12,16,1,6,7
158,13,17,2,7,8
158,14,3,8,9,1
159,1,14,8,13,6
159,2,9,7,14,15
159,3,16,15,8,10
159,4,9,11,16,17
159,5,1,17,12,10
159,6,2,11,13,1
159,7,2,14,12,3
159,8,13,4,3,15
159,9,14,5,16,4
159,10,17,5,15,6
159,11,16,6,7,1
159,12,7,2,8,17
159,13,1,8,9,3
159,14,2,9,4,10
160,1,14,15,9,7
160,2,16,10,8,15
160,3,16,11,9,17
160,4,10,12,1,17
160,5,13,1,2,11
160,6,14,3,12,2
160,7,4,15,3,13
160,8,16,14,4,5
160,9,17,15,5,6
160,10,16,6,7,1
160,11,8,17,7,2
160,12,1,9,8,3
160,13,10,4,2,9
160,14,3,11,10,5
161,1,15,16,8,10
161,2,11,17,9,16
161,3,1,10,12,17
161,4,13,11,2,1
161,5,3,14,12,2
161,6,3,13,4,15
161,7,16,14,5,4
161,8,17,15,6,5
161,9,16,1,7,6
161,10,7,17,8,2
161,11,3,9,1,8
161,12,10,2,9,4
161,13,10,3,5,11
161,14,6,4,11,12
162,1,17,16,11,9
162,2,12,1,10,17
162,3,13,1,11,2
162,4,12,3,14,2
162,5,15,3,13,4
162,6,4,5,16,14
162,7,15,6,5,17
162,8,7,6,1,16
162,9,8,17,2,7
162,10,9,8,3,1
162,11,10,9,4,2
162,12,3,10,5,11
162,13,11,6,4,12
162,14,7,13,12,5
163,1,12,10,1,17
163,2,11,2,1,13
163,3,14,3,12,2
163,4,13,4,3,15
163,5,14,5,16,4
163,6,15,5,17,6
163,7,6,7,1,16
163,8,8,7,2,17
163,9,1,3,8,9
163,10,2,4,10,9
163,11,11,3,5,10
163,12,4,12,11,6
163,13,13,7,12,5
163,14,14,13,8,6
164,1,1,11,13,2
164,2,12,3,2,14
164,3,15,3,4,13
164,4,14,5,16,4
164,5,15,5,6,17
164,6,1,7,6,16
164,7,7,17,8,2
164,8,3,1,9,8
164,9,10,2,4,9
164,10,10,5,11,3
164,11,4,11,6,12
164,12,12,13,5,7
164,13,6,8,13,14
164,14,9,14,7,15
165,1,2,3,12,14
165,2,13,15,3,4
165,3,5,14,16,4
165,4,6,17,15,5
165,5,7,16,1,6
165,6,8,2,7,17
165,7,1,3,8,9
165,8,4,10,9,2
165,9,3,11,10,5
165,10,6,4,12,11
165,11,12,13,5,7
165,12,13,14,8,6
165,13,9,15,7,14
165,14,8,16,15,10
166,1,15,3,4,13
166,2,5,14,16,4
166,3,5,17,6,15
166,4,6,16,1,7
166,5,7,8,17,2
166,6,1,9,3,8
166,7,4,9,10,2
166,8,5,11,10,3
166,9,11,4,6,12
166,10,5,7,13,12
166,11,8,6,13,14
166,12,9,14,15,7
166,13,8,15,16,10
166,14,17,16,11,9
167,1,5,16,4,14
167,2,5,6,15,17
167,3,16,1,6,7
